,polarity_oplexicon,polarity_sentilex,subject,journal,sent_none,sent_neg,sent_pos,sent_neut,opl_none,opl_neg,opl_pos,opl_neut,fileid
1395,4,4,afastamento-aecio,veja,116,0,4,2,96,2,6,18,veja.abril.com.br___politica_caso-aecio-fara-parte-de-antologia-de-erros-do-stf-diz-barroso_.txt
1396,2,-3,prisao-lula,veja,134,10,7,0,123,7,9,12,veja.abril.com.br___politica_ciro-gomes-elogia-stf-sobre-liminar-que-impediu-prisao-de-lula_.txt
1397,3,1,impeachment-dilma,veja,205,1,2,0,158,9,12,29,veja.abril.com.br___politica_collor-critica-dois-pesos-e-duas-medidas-para-beneficiar-dilma_.txt
1398,0,-4,soltura-lula,veja,94,4,0,0,82,5,5,6,veja.abril.com.br___politica_com-base-em-decisao-do-stf-juiza-manda-soltar-ex-ministro-jose-dirceu_.txt
1399,0,1,impeachment-dilma,veja,192,1,2,0,187,3,3,2,veja.abril.com.br___politica_confira-o-voto-de-cada-senador-no-impeachment-de-dilma_.txt
1400,-5,-4,impeachment-dilma,veja,216,8,4,0,180,14,9,25,veja.abril.com.br___politica_datafolha-apoio-ao-impeachment-de-dilma-e-rejeicao-de-lula-batem-recorde_.txt
1401,-6,-1,impeachment-dilma,veja,184,2,1,3,150,13,7,20,veja.abril.com.br___politica_defesa-de-dilma-apresenta-recursos-contra-processo-de-impeachment_.txt
1402,2,3,soltura-lula,veja,145,4,7,0,129,8,10,9,veja.abril.com.br___politica_defesa-de-lula-quer-que-marco-aurelio-analise-pedido-de-soltura_.txt
1403,-4,-2,prisao-lula,veja,63,2,0,1,47,8,4,7,veja.abril.com.br___politica_defesa-de-lula-recorre-a-onu-para-evitar-prisao-do-ex-presidente_.txt
1404,7,6,impeachment-dilma,veja,179,2,8,2,142,9,16,24,veja.abril.com.br___politica_defesa-e-acusacao-terao-direito-a-6-testemunhas-cada-diz-lewandowski_.txt
1405,2,-3,soltura-lula,veja,119,6,3,1,92,6,8,23,veja.abril.com.br___politica_deputados-do-psl-pedem-prisao-de-lula-pela-lei-de-seguranca-nacional_.txt
1406,-5,-15,impeachment-dilma,veja,227,21,6,0,197,18,13,26,veja.abril.com.br___politica_dilma-chama-temer-e-cunha-de-chefe-e-vice-chefe-do-golpe_.txt
1407,-5,7,impeachment-dilma,veja,282,11,18,3,221,21,16,56,veja.abril.com.br___politica_dilma-declara-guerra-do-pt-a-temer-e-afirma-nos-voltaremos_.txt
1408,-8,9,impeachment-dilma,veja,228,5,14,2,200,17,9,23,veja.abril.com.br___politica_dilma-e-aecio-frente-a-frente-agora-no-impeachment_.txt
1409,-2,-3,soltura-lula,veja,143,7,4,0,131,8,6,9,veja.abril.com.br___politica_dirceu-e-mais-sete-da-lava-jato-pedem-soltura-eduardo-azeredo-sera-solto_.txt
1410,3,-4,prisao-lula,veja,161,8,4,0,143,6,9,15,veja.abril.com.br___politica_dodge-diz-confiar-em-decisao-do-stf-a-favor-da-prisao-em-2o-grau_.txt
1411,-3,-1,soltura-lula,veja,88,2,1,0,75,6,3,7,veja.abril.com.br___politica_doria-saida-temporaria-de-lula-da-cadeia-nao-anula-os-crimes-que-cometeu_.txt
1412,0,-4,impeachment-dilma,veja,127,6,2,1,104,7,7,18,veja.abril.com.br___politica_e-de-chorar-de-vergonha-diz-joaquim-barbosa-sobre-votacao-do-impeachment-na-camara_.txt
1413,13,5,prisao-lula,veja,147,3,8,1,119,7,20,13,veja.abril.com.br___politica_em-carta-enviada-da-cadeia-lula-se-diz-feliz-com-pesquisa_.txt
1414,-1,-3,prisao-lula,veja,197,9,6,2,170,13,12,19,veja.abril.com.br___politica_em-carta-lula-se-diz-indignado-e-volta-a-desafiar-lava-jato_.txt
1415,-2,-4,impeachment-dilma,veja,111,7,3,0,86,9,7,19,veja.abril.com.br___politica_em-interrogatorio-katia-abreu-faz-defesa-da-gestao-dilma_.txt
1416,2,0,impeachment-dilma,veja,31,0,0,0,25,0,2,4,veja.abril.com.br___politica_entenda-o-passo-a-passo-do-processo-de-impeachment_.txt
1417,3,-12,prisao-lula,veja,327,20,8,7,275,23,26,38,veja.abril.com.br___politica_estou-pronto-para-ser-preso-afirma-lula-em-livro_.txt
1418,3,-4,soltura-lula,veja,211,8,4,0,175,14,17,17,veja.abril.com.br___politica_fachin-sugere-que-2-turma-julgue-liberdade-de-lula-na-proxima-terca_.txt
1419,1,3,impeachment-dilma,veja,228,6,9,1,170,17,18,39,veja.abril.com.br___politica_fatiamento-e-no-minimo-bizarro-diz-mendes-sobre-impeachment_.txt
1420,4,1,impeachment-dilma,veja,153,3,4,0,122,8,12,18,veja.abril.com.br___politica_fhc-agora-o-caminho-e-o-impeachment_.txt
1421,-12,-4,impeachment-dilma,veja,138,5,1,6,109,16,4,21,veja.abril.com.br___politica_filho-de-cabral-e-secretario-de-paes-vao-a-brasilia-votar-contra-dilma_.txt
1422,8,2,reforma-previdencia,veja,145,0,2,0,118,2,10,17,veja.abril.com.br___politica_francischini-votacao-da-reforma-da-previdencia-na-ccj-sera-em-17-de-abril_.txt
1423,1,-4,prisao-lula,veja,74,4,0,1,61,2,3,13,veja.abril.com.br___politica_gleisi-critica-prisao-e-chama-moro-de-juiz-armado-de-odio-e-de-rancor_.txt
1424,4,-1,soltura-lula,veja,262,3,2,2,211,10,14,34,veja.abril.com.br___politica_governo-busca-criador-do-bolsa-familia-para-formular-pacote-social_.txt
1425,-4,-6,impeachment-dilma,veja,419,11,5,3,360,21,17,40,veja.abril.com.br___politica_grampos-revelam-golpe-de-lula-e-dilma-contra-lava-jato-e-multidao-volta-as-ruas_.txt
1426,-1,2,prisao-lula,veja,143,7,9,0,131,7,6,15,veja.abril.com.br___politica_grupo-pede-lula-livre-e-joga-tinta-vermelha-na-entrada-do-stf_.txt
1427,0,-3,prisao-lula,veja,126,4,1,0,106,3,3,19,veja.abril.com.br___politica_haddad-e-a-primeira-visita-de-lula-em-dia-marcado-para-prisao_.txt
1428,11,-2,prisao-lula,veja,213,7,5,13,185,12,23,18,veja.abril.com.br___politica_hc-de-lula-como-votam-os-ministros-do-stf-nomeados-pelo-pt_.txt
1429,4,-3,afastamento-aecio,veja,199,12,9,3,159,14,18,32,veja.abril.com.br___politica_joao-doria-sobre-gravacao-de-aecio-neves-e-estarrecedor_.txt
1430,-6,-7,prisao-lula,veja,328,14,7,0,298,17,11,23,veja.abril.com.br___politica_juiza-nao-permite-entrevistas-e-sabatinas-de-lula-na-prisao_.txt
1431,7,10,soltura-lula,veja,191,2,12,1,161,11,18,16,veja.abril.com.br___politica_juiza-vai-esperar-manifestacao-do-mpf-sobre-soltura-de-lula_.txt
1432,-8,-2,impeachment-dilma,veja,551,18,16,2,448,36,28,75,veja.abril.com.br___politica_lavenere-faz-discurso-do-medo-e-diz-que-impeachment-e-pena-de-morte-de-dilma-e-de-programas-sociais_.txt
1433,2,-1,prisao-lula,veja,166,5,4,3,140,7,9,22,veja.abril.com.br___politica_lei-severa-so-vale-para-um-lado-diz-ciro-sobre-prisao-de-lula_.txt
1434,0,3,impeachment-dilma,veja,171,2,5,2,137,8,8,27,veja.abril.com.br___politica_lewandowski-fatia-votacao-do-impeachment_.txt
1435,-4,0,prisao-lula,veja,210,7,7,1,173,15,11,26,veja.abril.com.br___politica_lula-apresenta-novo-recurso-ao-stf-e-quer-julgamento-na-2a-turma_.txt
1436,-2,-1,prisao-lula,veja,97,3,2,1,85,6,4,8,veja.abril.com.br___politica_lula-chora-ao-gravar-video-que-sera-divulgado-pelo-pt-apos-prisao_.txt
1437,-2,-5,soltura-lula,veja,172,11,6,1,155,10,8,17,veja.abril.com.br___politica_lula-de-volta-as-ruas_.txt
1438,9,-8,prisao-lula,veja,189,14,6,2,159,14,23,15,veja.abril.com.br___politica_lula-diz-que-adversarios-terao-de-arcar-com-preco-de-sua-prisao_.txt
1439,-2,-9,prisao-lula,veja,174,10,1,3,159,9,7,13,veja.abril.com.br___politica_lula-e-moro-ficarao-frente-a-frente-pela-terceira-vez-em-11-de-setembro_.txt
1440,-6,-13,prisao-lula,veja,134,14,1,1,112,13,7,18,veja.abril.com.br___politica_lula-e-o-6o-ex-presidente-preso-no-brasil-e-o-1o-por-crime-comum_.txt
1441,-10,-20,prisao-lula,veja,582,33,13,3,516,38,28,49,veja.abril.com.br___politica_lula-e-preso-ex-presidente-se-entrega-a-policia-federal_.txt
1442,3,-2,prisao-lula,veja,122,5,3,0,111,4,7,8,veja.abril.com.br___politica_lula-ja-esta-cumprindo-pena-diz-ex-ministra_.txt
1443,-7,4,prisao-lula,veja,265,11,15,3,215,24,17,38,veja.abril.com.br___politica_lula-recorre-para-ter-de-volta-assessores-motoristas-e-segurancas_.txt
1444,-1,-11,prisao-lula,veja,249,13,2,0,209,19,18,18,veja.abril.com.br___politica_lula-sera-preso-neste-sabado-apos-missa-de-marisa-diz-petista_.txt
1445,-4,-4,prisao-lula,veja,185,5,1,0,159,13,9,10,veja.abril.com.br___politica_lula-so-sabera-de-julgamento-48-horas-antes-decide-trf4_.txt
1446,6,0,soltura-lula,veja,418,16,16,4,341,31,37,45,veja.abril.com.br___politica_lula-stf-liberdade-lava-jato_.txt
1447,15,-7,prisao-lula,veja,249,14,7,1,214,11,26,20,veja.abril.com.br___politica_lula-vai-receber-advogado-neste-domingo-na-policia-federal_.txt
1448,1,-4,impeachment-dilma,veja,171,5,1,0,144,4,5,24,veja.abril.com.br___politica_manifestantes-saem-as-ruas-em-10-estados-e-no-distrito-federal_.txt
1449,-13,5,soltura-lula,veja,347,9,14,1,314,26,13,18,veja.abril.com.br___politica_ministro-do-stj-nega-pedido-de-lula-para-sustar-acao-do-sitio-de-atibaia_.txt
1450,1,2,prisao-lula,veja,142,1,3,0,115,8,9,14,veja.abril.com.br___politica_moro-impede-que-lula-tenha-esquema-especial-de-visitas-na-pf_.txt
1451,4,2,prisao-lula,veja,214,7,9,0,190,9,13,18,veja.abril.com.br___politica_mpf-pede-a-justica-rejeicao-de-recurso-e-prisao-imediata-de-lula_.txt
1452,0,-4,prisao-lula,veja,57,4,0,0,55,1,1,4,veja.abril.com.br___politica_mst-inicia-bloqueio-de-estradas-no-pais-em-protesto-contra-prisao-de-lula_.txt
1453,2,-9,prisao-lula,veja,95,9,0,0,81,6,8,9,veja.abril.com.br___politica_mtst-invade-o-triplex-no-guaruja-atribuido-a-lula_.txt
1454,2,6,impeachment-dilma,veja,296,9,15,0,245,16,18,41,veja.abril.com.br___politica_na-comissao-do-impeachment-juristas-acusam-dilma-sobram-crimes-de-responsabilidade_.txt
1455,-8,-11,soltura-lula,veja,349,17,6,2,280,32,24,38,veja.abril.com.br___politica_nao-sou-ladrao-nem-pombo-correio-diz-lula-sobre-tornozeleira-eletronica_.txt
1456,-7,3,reforma-previdencia,veja,297,8,11,3,245,23,16,35,veja.abril.com.br___politica_negociacoes-na-ccj-podem-tirar-temas-da-reforma-da-previdencia-veja-quais_.txt
1457,9,-4,impeachment-dilma,veja,630,24,20,4,540,28,37,73,veja.abril.com.br___politica_no-planalto-dilma-faz-discurso-de-militante-nao-vai-ter-golpe_.txt
1458,-1,-4,prisao-lula,veja,128,5,1,2,109,7,6,14,veja.abril.com.br___politica_o-plano-da-policia-federal-para-o-dia-da-prisao-de-lula_.txt
1459,9,-2,prisao-lula,veja,309,9,7,2,250,12,21,44,veja.abril.com.br___politica_onu-rejeita-liminar-para-pedir-ao-brasil-que-tire-lula-da-prisao_.txt
1460,4,4,prisao-lula,veja,150,4,8,2,135,5,9,15,veja.abril.com.br___politica_para-51-dos-brasileiros-condenacao-de-lula-foi-justa-indica-pesquisa_.txt
1461,-6,-5,prisao-lula,veja,265,12,7,0,209,24,18,33,veja.abril.com.br___politica_partido-quer-desistir-de-liminar-no-stf-que-pode-soltar-lula-diz-lider_.txt
1462,-5,-10,reforma-previdencia,veja,913,27,17,4,718,57,52,134,veja.abril.com.br___politica_peco-ao-presidente-que-pare_.txt
1463,11,9,prisao-lula,veja,191,6,15,1,155,9,20,29,veja.abril.com.br___politica_petistas-celebram-decisao-do-supremo-que-impede-prisao-de-lula_.txt
1464,-3,-1,prisao-lula,veja,82,2,1,1,71,5,2,8,veja.abril.com.br___politica_pf-em-curitiba-diz-que-negociacao-sobre-prisao-nao-esta-definida_.txt
1465,-2,-11,impeachment-dilma,veja,319,14,3,6,247,25,23,47,veja.abril.com.br___politica_pp-anuncia-maioria-contra-dilma-e-desembarca-do-governo_.txt
1466,-8,0,impeachment-dilma,veja,179,6,6,1,151,15,7,19,veja.abril.com.br___politica_prb-decide-votar-pelo-impeachment-de-dilma_.txt
1467,0,-8,prisao-lula,veja,240,11,3,1,198,16,16,25,veja.abril.com.br___politica_presidente-do-stj-nega-habeas-corpus-a-lula-e-critica-favreto_.txt
1468,8,-6,prisao-lula,veja,349,17,11,1,287,22,30,39,veja.abril.com.br___politica_preso-ha-100-dias-lula-mantem-pt-imobilizado-para-as-eleicoes_.txt
1469,-12,-5,prisao-lula,veja,377,10,5,0,319,23,11,39,veja.abril.com.br___politica_prisao-de-lula-absorve-atos-de-1o-de-maio-e-unifica-centrais-sindicais_.txt
1470,4,-1,soltura-lula,veja,154,6,5,0,137,7,11,10,veja.abril.com.br___politica_procuradores-da-lava-jato-pedem-que-lula-cumpra-pena-no-semiaberto_.txt
1471,-9,-6,prisao-lula,veja,261,13,7,0,220,23,14,24,veja.abril.com.br___politica_pt-ve-possibilidade-de-prisao-de-lula-antes-da-pascoa_.txt
1472,-5,0,impeachment-dilma,veja,81,3,3,0,68,8,3,8,veja.abril.com.br___politica_quatro-caminhoes-fazem-mudanca-de-dilma-para-porto-alegre_.txt
1473,3,-1,prisao-lula,veja,152,6,5,0,130,8,11,14,veja.abril.com.br___politica_relator-do-caso-no-trf4-gebran-neto-determina-que-lula-nao-seja-solto_.txt
1474,-2,2,impeachment-dilma,veja,189,3,5,1,157,10,8,23,veja.abril.com.br___politica_renan-intervencao-contra-indiciamento-de-gleisi-foi-transparente_.txt
1475,7,10,impeachment-dilma,veja,366,5,15,1,292,19,26,50,veja.abril.com.br___politica_renan-rejeita-brincadeira-de-maranhao-e-da-sequencia-ao-impeachment_.txt
1476,2,-4,soltura-lula,veja,203,9,5,0,170,14,16,17,veja.abril.com.br___politica_segunda-turma-do-stf-vai-julgar-liberdade-de-lula-na-proxima-terca_.txt
1477,-12,-10,impeachment-dilma,veja,443,19,9,1,364,35,23,50,veja.abril.com.br___politica_senado-afasta-dilma-do-planalto-e-interrompe-o-projeto-de-poder-petista_.txt
1478,-15,-5,impeachment-dilma,veja,816,25,20,1,650,55,40,117,veja.abril.com.br___politica_senado-encerra-mandato-de-dilma-e-fecha-ciclo-de-poder-do-pt_.txt
1479,3,-4,soltura-lula,veja,380,13,9,1,325,19,22,37,veja.abril.com.br___politica_stf-analisa-pedido-de-liberdade-de-lula-e-decide-se-moro-foi-parcial_.txt
1480,6,-13,afastamento-aecio,veja,334,19,6,3,280,30,36,16,veja.abril.com.br___politica_stf-decide-hoje-prisao-preventiva-de-aecio-neves_.txt
1481,0,1,soltura-lula,veja,477,9,10,3,416,28,28,27,veja.abril.com.br___politica_stf-decide-manter-lula-preso-ate-julgamento-de-suspeicao-de-moro_.txt
1482,-32,-29,soltura-lula,veja,1799,80,51,15,1495,124,92,234,veja.abril.com.br___politica_stf-retoma-julgamento-sobre-prisao-em-segunda-instancia-2_.txt
1483,17,-8,soltura-lula,veja,527,25,17,5,445,31,48,50,veja.abril.com.br___politica_stf-veta-prisao-apos-2a-instancia-e-abre-caminho-para-a-soltura-de-lula_.txt
1484,-2,-5,prisao-lula,veja,222,10,5,0,182,14,12,29,veja.abril.com.br___politica_stj-julga-nesta-terca-pedido-de-lula-para-evitar-prisao_.txt
1485,0,1,prisao-lula,veja,66,3,4,0,55,7,7,4,veja.abril.com.br___politica_stj-nega-habeas-corpus-para-impedir-prisao-de-lula_.txt
1486,-6,3,impeachment-dilma,veja,141,1,4,0,112,10,4,20,veja.abril.com.br___politica_suco-de-maracuja-na-comissao-do-impeachment_.txt
1487,0,1,impeachment-dilma,veja,148,4,5,1,129,7,7,15,veja.abril.com.br___politica_supremo-decide-nesta-quarta-o-rito-do-impeachment_.txt
1488,5,1,impeachment-dilma,veja,171,3,4,1,143,7,12,17,veja.abril.com.br___politica_teori-autoriza-inquerito-contra-dilma-por-obstrucao-de-justica_.txt
1489,9,14,impeachment-dilma,veja,289,1,15,1,222,17,26,41,veja.abril.com.br___politica_teori-nega-acao-em-que-dilma-queria-anular-votacao-do-impeachment_.txt
1490,-2,-1,prisao-lula,veja,90,5,4,1,82,6,4,8,veja.abril.com.br___politica_trf4-autoriza-sergio-moro-a-mandar-prender-lula_.txt
1491,0,-7,prisao-lula,veja,201,8,1,2,176,10,10,16,veja.abril.com.br___politica_trf4-rejeita-por-unanimidade-embargos-de-declaracao-de-lula_.txt
1492,-1,-1,afastamento-aecio,veja,311,2,1,0,286,6,5,17,veja.abril.com.br___politica_veja-como-votou-cada-senador-sobre-afastamento-de-aecio-neves_.txt
1493,0,-2,soltura-lula,veja,121,4,2,1,105,7,7,9,veja.abril.com.br___tecnologia_twitter-desde-a-soltura-quase-70-dos-posts-foram-desfavoraveis-a-lula_.txt
1494,16,2,reforma-trabalhista,folha,285,7,9,3,208,16,32,48,www1.folha.uol.com.br___colunas_laura-carvalho_2017_04_1878808-reforma-trabalhista-nao-responde-aos-desafios-do-seculo-21.shtml.txt
1495,7,-1,afastamento-aecio,folha,205,3,2,5,169,11,18,17,www1.folha.uol.com.br___colunas_monicabergamo_2017_05_1885865-senado-pode-desobedecer-decisao-do-stf-e-manter-aecio-no-cargo.shtml.txt
1496,10,2,reforma-trabalhista,folha,332,11,13,3,284,13,23,39,www1.folha.uol.com.br___colunas_monicabergamo_2017_06_1894533-renan-lidera-derrota-do-governo-em-votacao-de-reforma-trabalhista.shtml.txt
1497,1,6,prisao-lula,folha,275,3,9,0,224,19,20,24,www1.folha.uol.com.br___colunas_monicabergamo_2018_04_pf-pede-transferencia-de-lula-e-diz-que-ja-gastou-r-150-mil-com-prisao.shtml.txt
1498,-12,-35,prisao-lula,folha,1594,69,34,10,1287,110,98,212,www1.folha.uol.com.br___ilustrissima_2018_04_pessimista-com-judiciario-lula-planejou-todos-os-passos-de-sua-prisao.shtml.txt
1499,3,5,reforma-trabalhista,folha,232,1,6,3,191,12,15,24,www1.folha.uol.com.br___mercado_2017_03_1864822-justica-do-trabalho-nao-deveria-nem-existir-diz-deputado-rodrigo-maia.shtml.txt
1500,2,-5,reforma-trabalhista,folha,264,8,3,2,227,10,12,28,www1.folha.uol.com.br___mercado_2017_03_1866885-golpe-foi-para-acabar-com-conquistas-da-classe-trabalhadora-diz-lula-em-sp.shtml.txt
1501,23,5,reforma-trabalhista,folha,360,1,6,6,284,11,34,44,www1.folha.uol.com.br___mercado_2017_04_1874946-ferias-poderao-ser-divididas-em-3-periodos-propoe-reforma-trabalhista.shtml.txt
1502,2,-3,reforma-trabalhista,folha,125,4,1,2,101,7,9,15,www1.folha.uol.com.br___mercado_2017_04_1874990-apos-lista-vice-da-camara-defende-que-temer-retire-reforma-da-previdencia.shtml.txt
1503,4,0,reforma-trabalhista,folha,82,1,1,0,75,1,5,3,www1.folha.uol.com.br___mercado_2017_04_1876738-entenda-a-proposta-de-reforma-da-previdencia-apresentada-pelo-relator.shtml.txt
1504,-4,-10,reforma-trabalhista,folha,172,11,1,1,145,11,7,22,www1.folha.uol.com.br___mercado_2017_04_1877069-apos-pressao-24-deputados-mudam-o-voto-na-reforma-trabalhista.shtml.txt
1505,6,3,reforma-trabalhista,folha,258,1,4,0,200,9,15,39,www1.folha.uol.com.br___mercado_2017_04_1878658-centrais-discutem-alternativas-para-fim-do-imposto-sindical.shtml.txt
1506,2,-2,reforma-trabalhista,folha,113,3,1,0,95,3,5,14,www1.folha.uol.com.br___mercado_2017_04_1878758-nao-a-essa-desgraca-diz-erundina-em-protesto-contra-reforma-trabalhista.shtml.txt
1507,6,16,reforma-trabalhista,folha,300,2,18,3,263,6,12,42,www1.folha.uol.com.br___mercado_2017_04_1878784-74-das-industrias-de-sp-sabe-pouco-ou-nada-sobre-reforma-trabalhista.shtml.txt
1508,4,-2,reforma-trabalhista,folha,429,4,2,3,346,20,24,48,www1.folha.uol.com.br___mercado_2017_04_1878976-plenario-da-camara-aprova-texto-base-da-reforma-trabalhista.shtml.txt
1509,7,1,reforma-trabalhista,folha,406,4,5,0,346,12,19,38,www1.folha.uol.com.br___mercado_2017_05_1880026-71-dos-brasileiros-sao-contra-reforma-da-previdencia-mostra-datafolha.shtml.txt
1510,15,-1,reforma-trabalhista,folha,345,4,3,1,263,8,23,59,www1.folha.uol.com.br___mercado_2017_05_1880127-greve-foi-so-o-comeco-diz-paulinho-da-forca-em-ato-de-1-de-maio.shtml.txt
1511,7,-2,reforma-trabalhista,folha,287,5,3,1,211,20,27,38,www1.folha.uol.com.br___mercado_2017_05_1880224-governo-discute-adiar-votacao-da-reforma-da-previdencia.shtml.txt
1512,9,-4,reforma-trabalhista,folha,303,6,2,1,238,15,24,35,www1.folha.uol.com.br___mercado_2017_05_1881383-economia-nao-depende-so-da-reforma-previdencia-diz-fhc.shtml.txt
1513,8,-1,reforma-trabalhista,folha,281,5,4,3,228,10,18,37,www1.folha.uol.com.br___mercado_2017_05_1881982-temer-tenta-acelerar-tramitacao-da-reforma-trabalhista-no-senado.shtml.txt
1514,0,-5,reforma-trabalhista,folha,337,9,4,4,275,23,23,33,www1.folha.uol.com.br___mercado_2017_05_1882146-em-dissonancia-com-cupula-da-cnbb-arcebispo-de-sp-defende-reformas.shtml.txt
1515,7,-5,reforma-trabalhista,folha,295,13,8,1,236,22,29,30,www1.folha.uol.com.br___mercado_2017_05_1887149-empresarios-elevam-pressao-por-reformas-previdenciaria-e-trabalhista.shtml.txt
1516,6,-1,reforma-trabalhista,folha,149,2,1,0,129,4,10,9,www1.folha.uol.com.br___mercado_2017_05_1888611-reforma-trabalhista-sera-aprovada-no-senado-nesta-semana-diz-ministro.shtml.txt
1517,10,6,reforma-trabalhista,folha,703,4,10,4,585,26,36,74,www1.folha.uol.com.br___mercado_2017_06_1890098-reforma-ameaca-aposentadoria-dos-menos-escolarizados.shtml.txt
1518,14,0,reforma-trabalhista,folha,459,9,9,3,385,17,31,47,www1.folha.uol.com.br___mercado_2017_06_1890715-comissao-aprova-texto-da-reforma-trabalhista-e-projeto-avanca-no-senado.shtml.txt
1519,38,-1,reforma-trabalhista,folha,785,20,19,8,629,39,77,87,www1.folha.uol.com.br___mercado_2017_06_1893991-reforma-trabalhista-vai-por-sindicatos-em-guerra-diz-lider-de-metalurgicos.shtml.txt
1520,-1,-5,reforma-trabalhista,folha,231,8,3,0,202,11,10,19,www1.folha.uol.com.br___mercado_2017_06_1894669-apos-derrota-do-governo-reforma-trabalhista-avanca-no-senado.shtml.txt
1521,27,1,reforma-trabalhista,folha,304,6,7,4,238,10,37,36,www1.folha.uol.com.br___mercado_2017_06_1896861-reforma-trabalhista-deve-recuar-em-autonomos-gestantes-e-indenizacao.shtml.txt
1522,-2,-3,reforma-trabalhista,folha,185,3,0,0,147,8,6,27,www1.folha.uol.com.br___mercado_2017_07_1900096-para-mpt-oab-e-cnbb-reforma-trabalhista-viola-a-constituicao.shtml.txt
1523,-3,-11,reforma-trabalhista,folha,476,12,1,1,396,27,24,43,www1.folha.uol.com.br___mercado_2017_07_1900401-apos-muita-confusao-senado-aprova-reforma-trabalhista-de-temer.shtml.txt
1524,32,39,reforma-trabalhista,folha,865,26,65,6,683,51,83,145,www1.folha.uol.com.br___mercado_2017_07_1900464-veja-o-que-muda-para-empresarios-e-empregados-com-a-reforma-trabalhista.shtml.txt
1525,42,13,reforma-trabalhista,folha,740,6,19,3,589,33,75,71,www1.folha.uol.com.br___mercado_2017_07_1900472-nunca-houve-desmonte-tao-grande-dos-direitos-trabalhistas-diz-economista.shtml.txt
1526,13,2,reforma-trabalhista,folha,274,3,5,1,226,7,20,30,www1.folha.uol.com.br___mercado_2017_07_1900487-para-empresario-reforma-vai-reduzir-acoes-sindicato-ve-queda-de-salarios.shtml.txt
1527,17,-6,reforma-trabalhista,folha,386,14,8,0,311,18,35,44,www1.folha.uol.com.br___mercado_2017_07_1900499-maia-vai-barrar-medida-provisoria-de-temer-que-ajusta-reforma-trabalhista.shtml.txt
1528,10,7,reforma-trabalhista,folha,305,0,7,1,242,12,22,37,www1.folha.uol.com.br___mercado_2017_07_1903057-com-reforma-trabalhador-pode-ter-que-pagar-custos-de-processos-atuais.shtml.txt
1529,6,0,reforma-trabalhista,folha,212,10,10,1,186,8,14,25,www1.folha.uol.com.br___mercado_2017_07_1904055-reforma-trabalhista-reforca-multa-por-ma-fe-em-processos-judiciais.shtml.txt
1530,8,-3,reforma-trabalhista,folha,280,7,4,0,229,9,17,36,www1.folha.uol.com.br___mercado_2017_08_1906655-empresas-buscam-substituir-mao-de-obra-por-terceirizados-e-autonomos.shtml.txt
1531,-3,3,reforma-trabalhista,folha,320,3,6,0,256,18,15,40,www1.folha.uol.com.br___mercado_2017_10_1923788-reforma-trabalhista-brasileira-desanima-investidores-nos-eua.shtml.txt
1532,5,2,reforma-trabalhista,folha,238,1,3,0,184,17,22,19,www1.folha.uol.com.br___mercado_2017_10_1928587-empresas-mostram-receio-em-adotar-mudancas-da-reforma-trabalhista.shtml.txt
1533,13,2,reforma-trabalhista,folha,321,5,7,3,239,17,30,50,www1.folha.uol.com.br___mercado_2017_10_1931318-justica-do-trabalho-e-lenta-e-pouco-efetiva-para-o-empregado.shtml.txt
1534,32,10,reforma-trabalhista,folha,762,14,24,1,605,37,69,90,www1.folha.uol.com.br___mercado_2017_11_1933111-e-preciso-flexibilizar-direitos-sociais-para-haver-emprego-diz-chefe-do-tst.shtml.txt
1535,2,-2,reforma-trabalhista,folha,221,5,3,0,184,10,12,23,www1.folha.uol.com.br___mercado_2017_11_1933968-divididos-sindicatos-marcam-protesto-contra-reforma-trabalhista-nesta-sexta.shtml.txt
1536,72,20,reforma-trabalhista,folha,1046,21,41,5,842,41,113,117,www1.folha.uol.com.br___mercado_2017_11_1934569-o-que-muda-com-a-nova-lei-trabalhista.shtml.txt
1537,-3,4,reforma-trabalhista,folha,184,0,4,2,153,8,5,24,www1.folha.uol.com.br___mercado_2017_11_1934725-veja-as-principais-mudancas-de-leis-trabalhistas-desde-a-criacao-da-clt.shtml.txt
1538,-1,2,reforma-trabalhista,folha,251,4,6,2,215,15,14,19,www1.folha.uol.com.br___mercado_2017_11_1934757-vamos-colocar-a-lei-em-pratica-imediatamente-diz-dono-da-riachuelo.shtml.txt
1539,8,3,reforma-trabalhista,folha,306,5,8,4,245,16,24,38,www1.folha.uol.com.br___mercado_2017_11_1935703-mp-da-reforma-trabalhista-proibe-seguro-desemprego-a-intermitente.shtml.txt
1540,11,-3,reforma-trabalhista,folha,252,7,4,0,208,13,24,18,www1.folha.uol.com.br___mercado_2017_11_1936350-cut-lanca-programa-de-demissao-e-funcionarios-ameacam-greve.shtml.txt
1541,0,4,reforma-trabalhista,folha,281,1,5,0,209,22,22,34,www1.folha.uol.com.br___mercado_2017_11_1937178-carteira-de-trabalho-digital-agiliza-solicitacao-de-seguro-desemprego.shtml.txt
1542,17,2,reforma-trabalhista,folha,247,3,5,2,205,6,23,23,www1.folha.uol.com.br___mercado_2017_11_1937583-abertura-de-acoes-trabalhistas-cai-91-apos-reforma-em-sao-paulo.shtml.txt
1543,3,8,reforma-trabalhista,folha,215,2,10,1,166,13,16,33,www1.folha.uol.com.br___mercado_2017_11_1937585-nova-reforma-da-previdencia-e-black-friday-de-direitos-diz-forca.shtml.txt
